KEPH,Facility_category,Owner,County,whole_day,public_holidays,weekends,late_night
Level 4,HOSPITALS,Faith Based Organization,Nairobi,Yes,No,Yes,No
Level 2,DISPENSARY,Faith Based Organization,Nairobi,No,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Kilifi,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Nyandarua,No,No,No,No
Level 2,DISPENSARY,Faith Based Organization,Machakos,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Machakos,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Muranga,Yes,No,Yes,No
Level 4,HOSPITALS,Faith Based Organization,Kiambu,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Garissa,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nyeri,No,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Nyeri,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Mombasa,No,No,Yes,No
Level 2,STAND ALONE,Non-Governmental Organizations,Nairobi,No,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Nandi,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Nandi,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,Yes,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,Yes,Yes,Yes,Yes
Level 3,HEALTH CENTRE,Ministry of Health,Nairobi,Yes,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kitui,No,No,No,No
Level 3,HEALTH CENTRE,Private Practice,Kitui,Yes,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Mombasa,No,No,Yes,No
Level 3,MEDICAL CENTER,Private Practice,Mombasa,Yes,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Mandera,No,No,No,No
Level 2,MEDICAL CLINIC,Non-Governmental Organizations,Kisumu,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Kajiado,No,No,Yes,No
Level 2,STAND ALONE,Private Practice,Mombasa,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Embu,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Embu,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kakamega,No,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Mombasa,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Machakos,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kisii,No,No,No,No
Level 3,HEALTH CENTRE,Ministry of Health,Nyamira,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Siaya,Yes,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Bungoma,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Bungoma,No,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Machakos,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Machakos,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nakuru,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,No,No,No,No
Level 3,HEALTH CENTRE,Private Practice,Mombasa,Yes,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,Yes,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Kiambu,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kiambu,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Mombasa,No,No,No,No
Level 3,HEALTH CENTRE,Ministry of Health,Kisumu,No,No,No,No
Level 3,HEALTH CENTRE,Private Practice,Marsabit,Yes,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Mombasa,No,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Siaya,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Marsabit,No,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Marsabit,No,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Marsabit,No,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Kisumu,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kisumu,No,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Homa Bay,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Wajir,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Kisumu,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Siaya,No,No,No,No
Level 3,HEALTH CENTRE,Faith Based Organization,Kisumu,Yes,No,Yes,No
Level 4,HOSPITALS,Private Practice,Kisumu,Yes,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Makueni,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kajiado,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Nyeri,No,No,Yes,No
Level 2,DISPENSARY,Faith Based Organization,Nairobi,No,No,No,No
Level 2,DISPENSARY,Faith Based Organization,Nairobi,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Nakuru,No,No,Yes,No
Level 2,DISPENSARY,Faith Based Organization,Kajiado,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Garissa,No,No,Yes,No
Level 3,MEDICAL CENTER,Private Practice,Garissa,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Kajiado,No,No,Yes,No
Level 2,MEDICAL CLINIC,Non-Governmental Organizations,Kajiado,No,No,No,No
Level 3,HEALTH CENTRE,Faith Based Organization,Kajiado,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Machakos,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Siaya,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,No,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Nairobi,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kiambu,No,No,No,No
Level 3,MEDICAL CENTER,Private Practice,Nairobi,Yes,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,No,No,No,No
Level 2,DISPENSARY,Faith Based Organization,Nairobi,No,No,No,No
Level 3,NURSING HOME,Private Practice,Nairobi,Yes,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Mombasa,No,No,Yes,No
Level 4,HOSPITALS,Private Practice,Nakuru,Yes,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Nakuru,No,Yes,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Nakuru,No,No,Yes,No
Level 2,STAND ALONE,Faith Based Organization,Nakuru,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nakuru,No,No,Yes,No
Level 3,HEALTH CENTRE,Faith Based Organization,Nakuru,Yes,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Kilifi,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Turkana,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Siaya,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kitui,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Bungoma,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kakamega,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Turkana,No,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Kakamega,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Nyeri,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kiambu,No,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Turkana,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Turkana,No,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Turkana,No,No,Yes,No
Level 3,MEDICAL CENTER,Private Practice,Mombasa,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Mombasa,Yes,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Muranga,No,No,No,No
Level 2,MEDICAL CLINIC,Non-Governmental Organizations,Nairobi,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Bungoma,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kiambu,No,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Nairobi,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nyamira,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Kisii,No,No,Yes,No
Level 2,DISPENSARY,Faith Based Organization,Meru,No,No,No,No
Level 2,MEDICAL CLINIC,Non-Governmental Organizations,Kisumu,No,No,Yes,No
Level 3,HEALTH CENTRE,Ministry of Health,Kisii,No,No,Yes,No
Level 3,NURSING HOME,Private Practice,Nairobi,Yes,Yes,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Tharaka Nithi,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Garissa,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Mombasa,Yes,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Makueni,No,No,No,No
Level 2,MEDICAL CLINIC,Non-Governmental Organizations,Vihiga,Yes,No,Yes,No
Level 4,HOSPITALS,Private Practice,Meru,No,No,Yes,No
Level 4,HOSPITALS,Private Practice,Meru,No,No,Yes,No
Level 2,DISPENSARY,Faith Based Organization,Kiambu,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kilifi,No,No,Yes,No
Level 2,MEDICAL CLINIC,Non-Governmental Organizations,Nairobi,No,No,Yes,No
Level 2,STAND ALONE,Private Practice,Uasin Gishu,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Siaya,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Siaya,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Embu,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Trans Nzoia,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Makueni,No,No,No,No
Level 2,DISPENSARY,Faith Based Organization,Kakamega,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kajiado,No,No,Yes,No
Level 3,HEALTH CENTRE,Ministry of Health,Taita Taveta,Yes,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Mombasa,No,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Kilifi,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kilifi,Yes,No,Yes,No
Level 2,STAND ALONE,Non-Governmental Organizations,Nakuru,No,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Meru,No,No,No,No
Level 2,DISPENSARY,Faith Based Organization,Mombasa,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Nairobi,No,No,No,No
Level 3,MEDICAL CENTER,Private Practice,Kiambu,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Kilifi,No,No,No,No
Level 2,MEDICAL CLINIC,Ministry of Health,Kisumu,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kilifi,No,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Narok,Yes,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Kilifi,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Machakos,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Kilifi,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kisii,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Machakos,No,No,Yes,No
Level 3,MEDICAL CENTER,Private Practice,Machakos,No,No,Yes,No
Level 3,MEDICAL CENTER,Private Practice,Kisumu,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Kisumu,No,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Meru,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Meru,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Embu,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Mombasa,No,No,No,No
Level 2,MEDICAL CLINIC,Non-Governmental Organizations,Mombasa,No,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Kajiado,No,No,No,No
Level 3,HEALTH CENTRE,Ministry of Health,Kisumu,No,No,No,No
Level 2,STAND ALONE,Non-Governmental Organizations,Nairobi,No,No,No,No
Level 3,MEDICAL CENTER,Private Practice,Nairobi,Yes,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Bomet,No,No,No,No
Level 2,MEDICAL CLINIC,Non-Governmental Organizations,Baringo,No,No,No,No
Level 3,MEDICAL CENTER,Private Practice,Nairobi,No,No,Yes,No
Level 2,STAND ALONE,Non-Governmental Organizations,Nairobi,No,No,No,No
Level 2,MEDICAL CLINIC,Non-Governmental Organizations,Nairobi,No,No,No,No
Level 4,HOSPITALS,Private Practice,Nairobi,Yes,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Embu,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Embu,No,No,No,No
Level 3,HEALTH CENTRE,Non-Governmental Organizations,Kilifi,Yes,No,Yes,No
Level 4,HOSPITALS,Private Practice,Nakuru,Yes,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Narok,No,No,No,No
Level 3,HEALTH CENTRE,Ministry of Health,Siaya,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kilifi,No,No,Yes,No
Level 3,HEALTH CENTRE,Ministry of Health,Makueni,Yes,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Siaya,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kajiado,No,No,Yes,No
Level 3,MEDICAL CENTER,Private Practice,Machakos,No,No,Yes,No
Level 2,STAND ALONE,Private Practice,Machakos,No,No,No,No
Level 2,STAND ALONE,Private Practice,Machakos,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Machakos,No,No,No,No
Level 2,STAND ALONE,Non-Governmental Organizations,Machakos,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Makueni,Yes,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Narok,Yes,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Kisumu,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nyandarua,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Machakos,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Machakos,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Machakos,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Machakos,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nandi,No,No,No,No
Level 3,MEDICAL CENTER,Private Practice,Embu,No,No,No,No
Level 4,HOSPITALS,Private Practice,Kajiado,Yes,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Kericho,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kiambu,Yes,No,Yes,No
Level 2,STAND ALONE,Non-Governmental Organizations,Nairobi,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Machakos,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Machakos,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Nyeri,No,No,No,No
Level 2,DISPENSARY,Faith Based Organization,Nyeri,No,No,No,No
Level 2,STAND ALONE,Non-Governmental Organizations,Kisumu,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kajiado,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kajiado,No,No,No,No
Level 2,MEDICAL CLINIC,Non-Governmental Organizations,Nairobi,No,No,Yes,No
Level 3,MEDICAL CENTER,Private Practice,Nairobi,No,No,Yes,No
Level 2,DISPENSARY,Faith Based Organization,Nairobi,No,No,No,No
Level 3,MEDICAL CENTER,Non-Governmental Organizations,Nairobi,No,No,No,No
Level 2,MEDICAL CLINIC,Non-Governmental Organizations,Nairobi,No,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Trans Nzoia,No,No,No,No
Level 2,DISPENSARY,Faith Based Organization,Meru,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kajiado,No,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Mombasa,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Mombasa,No,No,No,No
Level 3,HEALTH CENTRE,Ministry of Health,Mombasa,Yes,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Elgeyo Marakwet,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Elgeyo Marakwet,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Elgeyo Marakwet,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Elgeyo Marakwet,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Elgeyo Marakwet,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Elgeyo Marakwet,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Makueni,No,No,No,No
Level 4,HOSPITALS,Faith Based Organization,Kiambu,No,No,No,No
Level 2,DISPENSARY,Faith Based Organization,Kitui,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nakuru,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Kajiado,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Kajiado,No,No,No,No
Level 4,HOSPITALS,Private Practice,Kajiado,Yes,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Kajiado,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Kajiado,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Kajiado,Yes,No,Yes,No
Level 4,HOSPITALS,Private Practice,Kajiado,Yes,No,Yes,No
Level 3,HEALTH CENTRE,Private Practice,Kajiado,Yes,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Kericho,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Taita Taveta,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Elgeyo Marakwet,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Elgeyo Marakwet,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kiambu,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kiambu,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Uasin Gishu,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Kiambu,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Uasin Gishu,Yes,No,Yes,No
Level 4,HOSPITALS,Private Practice,Uasin Gishu,Yes,No,Yes,No
Level 2,MEDICAL CLINIC,Non-Governmental Organizations,Nairobi,No,No,No,No
Level 2,DISPENSARY,Faith Based Organization,Kirinyaga,No,No,No,No
Level 2,DISPENSARY,Faith Based Organization,Nakuru,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kajiado,Yes,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Garissa,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Machakos,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Machakos,No,No,No,No
Level 2,STAND ALONE,Non-Governmental Organizations,Nairobi,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Wajir,Yes,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Kakamega,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Kakamega,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,West Pokot,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kakamega,Yes,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Makueni,Yes,No,Yes,No
Level 3,MEDICAL CENTER,Private Practice,Machakos,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Machakos,No,No,No,No
Level 2,DISPENSARY,Faith Based Organization,West Pokot,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Tharaka Nithi,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Tharaka Nithi,No,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Bungoma,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Makueni,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Makueni,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kajiado,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Kajiado,No,No,No,No
Level 3,HEALTH CENTRE,Private Practice,Makueni,Yes,No,Yes,No
Level 3,MEDICAL CENTER,Private Practice,Makueni,No,No,No,No
Level 3,MEDICAL CENTER,Private Practice,Makueni,No,No,No,No
Level 2,MEDICAL CLINIC,Ministry of Health,Nakuru,No,Yes,Yes,No
Level 3,MEDICAL CENTER,Private Practice,Makueni,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Makueni,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Makueni,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Makueni,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Makueni,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nakuru,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Kericho,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Busia,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Busia,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Busia,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kilifi,No,No,Yes,No
Level 2,MEDICAL CLINIC,Non-Governmental Organizations,Mombasa,No,No,No,No
Level 3,NURSING HOME,Non-Governmental Organizations,Busia,No,No,No,No
Level 2,DISPENSARY,Faith Based Organization,Busia,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Elgeyo Marakwet,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kajiado,Yes,No,Yes,No
Level 2,DISPENSARY,Faith Based Organization,Embu,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Embu,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Embu,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Bungoma,Yes,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Nyandarua,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Kiambu,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kiambu,Yes,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Nakuru,No,No,Yes,No
Level 3,HEALTH CENTRE,Faith Based Organization,Nakuru,No,No,Yes,No
Level 2,DISPENSARY,Faith Based Organization,Nakuru,No,No,No,No
Level 2,STAND ALONE,Ministry of Health,Kakamega,No,No,No,No
Level 2,STAND ALONE,Ministry of Health,Kakamega,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Turkana,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Turkana,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Siaya,Yes,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Kwale,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kitui,No,No,Yes,No
Level 2,STAND ALONE,Non-Governmental Organizations,Siaya,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Busia,No,No,Yes,No
Level 3,HEALTH CENTRE,Ministry of Health,Kitui,Yes,Yes,Yes,No
Level 2,DISPENSARY,Ministry of Health,Kajiado,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kisumu,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kajiado,No,No,Yes,No
Level 4,HOSPITALS,Private Practice,Kajiado,Yes,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Kitui,No,No,No,No
Level 3,HEALTH CENTRE,Ministry of Health,Tharaka Nithi,Yes,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kitui,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Homa Bay,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Homa Bay,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Homa Bay,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Homa Bay,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Bomet,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Bomet,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Bomet,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Mombasa,Yes,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Turkana,No,No,Yes,No
Level 3,NURSING HOME,Private Practice,Migori,Yes,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Migori,No,No,Yes,No
Level 2,STAND ALONE,Ministry of Health,Nandi,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kericho,No,No,No,No
Level 2,STAND ALONE,Non-Governmental Organizations,Homa Bay,No,No,No,No
Level 4,HOSPITALS,Faith Based Organization,Kiambu,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Muranga,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Muranga,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Kwale,No,No,Yes,No
Level 3,MEDICAL CENTER,Private Practice,Migori,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Migori,Yes,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Homa Bay,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Siaya,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kiambu,No,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Narok,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Mombasa,No,No,Yes,No
Level 2,DISPENSARY,Faith Based Organization,Mombasa,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kiambu,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Mombasa,Yes,No,Yes,No
Level 3,NURSING HOME,Private Practice,Siaya,Yes,No,Yes,No
Level 3,MEDICAL CENTER,Private Practice,Kiambu,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Bungoma,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Samburu,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Laikipia,No,No,No,No
Level 2,MEDICAL CLINIC,Non-Governmental Organizations,Laikipia,No,No,No,No
Level 2,MEDICAL CLINIC,Non-Governmental Organizations,Laikipia,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nyeri,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nyeri,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nyeri,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Muranga,No,No,No,No
Level 3,MEDICAL CENTER,Private Practice,Mombasa,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Mombasa,Yes,No,Yes,No
Level 2,DISPENSARY,Faith Based Organization,Meru,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nyeri,No,No,No,No
Level 3,HEALTH CENTRE,Ministry of Health,Nyeri,No,No,Yes,No
Level 2,DISPENSARY,Faith Based Organization,Tana River,No,No,Yes,No
Level 2,DISPENSARY,Faith Based Organization,Nakuru,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Nakuru,No,No,No,No
Level 3,MEDICAL CENTER,Faith Based Organization,Nakuru,No,No,No,No
